compiled_data/athlete_events-2-small.csv,1,83001376,2.289
compiled_data/UserList-17-medium.csv,2,517757661,19.334
compiled_data/2009_data-2-medium.csv,3,761781854,30.013
compiled_data/winemag-data-130k-v2-2-small.csv,4,105817412,1.892
compiled_data/anime_filtered-2-small.csv,5,20665698,0.335
compiled_data/player_data-1443-medium.csv,6,500280885,15.501
compiled_data/AnimeList-2-small.csv,7,20642754,0.338
compiled_data/2007_data-3-large.csv,8,1136258208,45.065
compiled_data/2007_data-2-medium.csv,9,757505472,28.001
compiled_data/users_filtered-37-medium.csv,10,504257349,18.164
compiled_data/UserAnimeList-2-small.csv,11,9993905922,507.666
compiled_data/2006_data-2-medium.csv,12,757899798,29.421
compiled_data/athlete_events-13-medium.csv,13,539508944,16.118
compiled_data/2015-30199-medium.csv,14,500004843,18.116
compiled_data/loan-2-small.csv,15,2378791298,47.218
compiled_data/2007_data-2-small.csv,16,757505472,30.945
compiled_data/2015_data-2-medium.csv,17,853880242,35.361
compiled_data/UserAnimeList-2-medium.csv,18,9993905922,557.043
compiled_data/2015-concat.csv,19,109640454,3.775
compiled_data/animelists_filtered-2-small.csv,20,4530136260,332.516
compiled_data/2011_data-3-large.csv,21,1184184555,48.1
compiled_data/2009_data-3-large.csv,22,1142672781,45.832
compiled_data/2008_data-3-large.csv,23,1158908403,46.891
compiled_data/anime_cleaned-80-medium.csv,24,506098480,7.041
compiled_data/AnimeList-49-medium.csv,25,505747473,7.178
compiled_data/2005_data-3-large.csv,26,1145256114,45.458
compiled_data/googleplaystore-368-medium.csv,27,500537040,14.472
compiled_data/creditcard-4-medium.csv,28,603315008,8.878
compiled_data/2013_data-2-medium.csv,29,815313498,33.052
compiled_data/2010_data-3-large.csv,30,1159053825,47.155
compiled_data/loan-2-medium.csv,31,2378791298,48.108
compiled_data/googleplaystore-2-small.csv,32,2720310,0.146
compiled_data/anime_cleaned-2-small.csv,33,12652462,0.257
compiled_data/Reviews-2-small.csv,34,601809388,11.151
compiled_data/2014_data-2-medium.csv,35,824886524,31.799
compiled_data/users_cleaned-2-small.csv,36,31495898,1.165
compiled_data/2011_data-2-medium.csv,37,789456370,30.499
compiled_data/animelists_cleaned-2-medium.csv,38,4526223222,237.777
compiled_data/2013_data-2-small.csv,39,815313498,32.701
compiled_data/2006_data-2-small.csv,40,757899798,29.268
compiled_data/2010_data-2-small.csv,41,772702550,31.538
compiled_data/UserList-2-small.csv,42,60912666,2.128
compiled_data/movies_metadata-15-medium.csv,43,516676890,10.874
compiled_data/animelists_cleaned-2-small.csv,44,4526223222,268.364
compiled_data/2008_data-2-small.csv,45,772605602,30.495
compiled_data/users_cleaned-32-medium.csv,46,503934368,18.98
compiled_data/winemag-data-130k-v2-10-medium.csv,47,529087060,10.213
compiled_data/2008_data-2-medium.csv,48,772605602,29.799
compiled_data/movies_metadata-2-small.csv,49,68890252,1.67
compiled_data/2013_data-3-large.csv,50,1222970247,53.099
compiled_data/2011_data-2-small.csv,51,789456370,30.887
compiled_data/Reviews-2-medium.csv,52,601809388,10.898
compiled_data/data-2-small.csv,53,18280226,0.372
compiled_data/data-55-medium.csv,54,502706215,8.04
compiled_data/users_filtered-2-small.csv,55,27257154,1.034
compiled_data/2005_data-2-medium.csv,56,763504076,21.968
compiled_data/2005_data-2-small.csv,57,763504076,30.747
compiled_data/2010_data-2-medium.csv,58,772702550,30.522
compiled_data/creditcard-2-small.csv,59,301657504,3.967
compiled_data/2015_data-2-small.csv,60,853880242,33.876
compiled_data/player_data-3-small.csv,61,1040085,0.1
compiled_data/2006_data-3-large.csv,62,1136849697,45.861
compiled_data/2012_data-2-medium.csv,63,798253236,32.306
compiled_data/2009_data-2-small.csv,64,761781854,29.268
compiled_data/animelists_filtered-2-medium.csv,65,4530136260,332.962
compiled_data/2015-61-small.csv,66,1009977,0.102
compiled_data/2012_data-3-large.csv,67,1197379854,48.629
compiled_data/2014_data-3-large.csv,68,1237329786,63.475
compiled_data/2012_data-2-small.csv,69,798253236,32.168
compiled_data/anime_filtered-49-medium.csv,70,506309601,7.623
compiled_data/2014_data-2-small.csv,71,824886524,33.075
